index,raw_response
18,"YES — Animal (rat) study of chronic fluoride exposure (10 and 50 mg/L) reporting neuronal outcomes (mitochondrial morphology, fusion/fission protein expression and redistribution) indicative of neurotoxicity."
19,NO — Materials-science study on glass-ceramic glazes (CaF2/B2O3 substitutions) with no animal experiments and no neurotoxicity outcomes reported.
20,"NO — This is an in vitro/materials study of fluoride interactions with dental enamel (cariostatic/deposition outcomes), not an animal study and it does not report any neurotoxicity outcomes."
21,"NO — The paper studies substance P and a fluoride-resistant acid phosphatase marker in rats after nerve injury, but does not involve exposure to fluoride or its analogues (the term refers to an enzyme type, not a fluoride exposure)."
22,"NO — Although this is an animal (mouse) study of fluorinated (18F) compounds, it reports biodistribution of radioactivity in organs (including brain) and does not report any neurotoxicity-related outcome measures."
23,"YES — The record reports pharmacological study of fluorine-substituted organic compounds (quaternary ammonium salts), meeting the exposure criterion, but the title does not specify whether animals were used or if neurotoxicity outcomes were assessed, so it should be retained for further screening."
24,"NO — The study is an animal (rat) investigation of chronic propranolol effects on hepatic adenylate cyclase; fluoride appears only as an assay stimulant (sodium fluoride), not as the exposure, and no neurotoxicity outcomes are reported."
25,NO — This is a geochemical study of fluorine in mineral/rock samples from a porphyry Cu deposit and does not involve animal experiments or report any neurotoxicity outcomes.
26,NO — This is a biochemical study of Na+/K+-ATPase phosphorylation in tumor and brain membranes with no exposure to fluoride (or analogues) and not reporting animal neurotoxicity outcomes.
27,"NO — This is an in vitro study on NS-1 (PC12) cells testing a trifluoromethyl verbenachalcone analog (an organofluorine), not an animal study and it assesses neurite outgrowth/proliferation rather than fluoride (ion) neurotoxicity in animals."
28,NO — This is an in vitro biochemical study on isolated cerebellar nuclei that only notes fluoride as an enzyme inhibitor and does not report neurotoxicity outcomes nor constitute an animal experiment.
29,"YES — The record examines tetrafluoroaluminate (a fluoride/fluoride-analogue) interaction with Al-fluoride/G-proteins (relevant exposure), but the title does not state whether neurotoxic outcomes are measured or whether it is an animal study, so relevance is unclear."
30,"YES — Animal PET study in mice and baboons exposing animals to an F-18–labeled, fluorine-containing COMT inhibitor and reporting brain uptake/distribution (neuropharmacokinetic outcome), so potentially relevant/unclear for fluoride-related neurotoxicity."
31,"YES — The study examines fluorinated aromatic compounds (e.g., fluorobenzene, perfluorotoluene, 1,3,5-tris(trifluoromethyl)benzene) and reports neurotoxic outcomes (excitation, convulsions, anesthetic effects) in an animal anesthetic/convulsant model."
32,"NO — Animal study of fluoride exposure reporting kidney lipid composition and oxidative stress outcomes, not any neurotoxicity-related measures."
33,"NO — This rabbit study used 6-hydroxydopamine for sympathetic denervation (and sodium fluoride only as an in vitro activator of adenylyl cyclase in assays), so it does not examine exposure to fluoride or its analogues as the experimental treatment."
34,"NO — This is an animal (rabbit nephron) study of fluoride effects on renal adenylate cyclase activity, not a neurotoxicity outcome, so it does not meet the neurotoxicity criterion."
35,"NO — Geological/mineralogical study of rare-earth element and thorium mobility in granites mentioning fluoride complexes in fluids, not an animal study and not reporting any neurotoxicity outcomes."
36,NO — This is an in vitro rat pituitary membrane study that uses fluoride to probe G-protein–mediated signaling but does not report any neurotoxicity-related outcomes.
37,"NO — This is an engineering/control-systems paper about a PVDF (polyvinylidene fluoride) micro-manipulator, not an animal study and it does not assess fluoride exposure or neurotoxicity outcomes."
38,NO — This appears to be a pharmacology/medicinal chemistry paper on fluoride-containing CCG derivatives as mGlu receptor agonists and does not report an animal study or neurotoxicity outcomes.
39,NO — this rat study reports enzyme changes and mentions enzyme sensitivity to fluoride in assays but does not involve fluoride (or analogues) exposure as the experimental variable nor report any neurotoxicity outcomes.
40,"NO — This is an in vitro protein expression and 19F-NMR study using 5-fluoro-L-tryptophan in E. coli, not an animal study and it does not report any neurotoxicity outcomes."
41,"NO — This is a review on heme oxygenase-1 and iron in liver inflammation (hepatic disorders), not an animal study of fluoride or its analogues nor reporting neurotoxicity outcomes."
42,"NO — This dog study reports serum inorganic fluoride and renal/hepatic function after methoxyflurane anesthesia (an animal fluoride exposure), but it does not report any neurotoxicity-related outcomes."
43,"YES — The study examines sodium fluoride exposure in isolated mammalian skeletal muscles (an animal-derived preparation), but from the title it is unclear whether any neurotoxicity-related outcomes (e.g., neuromuscular or neural measures) are reported."
44,YES — Rat (animal) pituitary homogenate study in which sodium fluoride (NaF) was used and adenylate cyclase activity (a neuroendocrine/neuronal biochemical outcome) was measured.
45,"NO — This is a physical-organic chemistry study of Troger-base molecular torsion balances examining aromatic interactions with fluorine/trifluoromethyl substituents, not an animal study and it reports no neurotoxicity outcomes."
46,"NO — This is an in vivo rat pharmacokinetic/19F NMR study of a monofluorinated neuroleptic (melperone) reporting drug kinetics and brain concentrations, not any neurotoxicity outcomes."
47,NO — Materials/chemistry study of fluorinated codendrimers with liquid-crystalline properties; no animal subjects and no neurotoxicity outcomes reported.
48,"NO — This appears to be a clinical study of moderate-dose sodium fluoride treatment for otospongiosis in humans (hearing loss/tinnitus/vertigo), not an animal study, so it does not meet the animal-study inclusion criterion."
49,"NO — this is an animal study of a perfluorocarbon (FX-80) reporting uptake/distribution/excretion during liquid breathing in dogs (pharmacokinetics), and it does not report any neurotoxicity-related outcomes."
50,NO — the paper studies fluorinated retinal analogues' effects on visual pigment photosensitivity in bovine/gecko pigments (a biochemical/photoreactivity study) and does not report neurotoxicity outcomes or in vivo animal neurotoxicity data.
51,"NO — Although fluoride is mentioned as a stimulus, this is an in vitro biochemical/neutrophil study (with some rat/human tissue used) reporting respiratory burst immune outcomes rather than any animal neurotoxicity endpoints, so it does not meet the animal neurotoxicity inclusion criteria."
52,"NO — This is an animal study of thyrotoxic myopathy in mice that only mentions sodium fluoride as an in vitro activator in cyclase assays, not as an exposure causing neurotoxic outcomes."
53,"NO — This study compares water-borne fluoride and cortical bone mass between two communities (human bone outcome), not an animal study nor reporting neurotoxicity outcomes."
54,"YES — Animal (bullfrog) study examining neurophysiological outcomes (EPSCs/MEPSCs) after exposure to methane sulfonyl fluoride (MSF), an organosulfonyl fluoride compound affecting acetylcholinesterase."
55,"YES — Rat hippocampal slice (animal-derived) study that included fluoride (10 mM) exposure and measured NMDA-induced intracellular pH, lactate and Ca2+ changes relevant to NMDA-mediated neuronal injury/neurotoxicity."
56,"YES — The study examines fluoride inhibition of intra-axonal noradrenaline transport (a neurotoxic outcome), though the record does not specify whether it was performed in animals versus in vitro."
57,"YES — Animal (guinea-pig) study that involves methanesulphonyl fluoride (MSF, a fluorinated cholinesterase inhibitor) and reports acetylcholine release, a neurochemical outcome related to neurotoxicity."
58,"NO — This is a medicinal chemistry/pharmacology paper describing synthesis and receptor binding of fluorinated dexoxadrol analogues (in vitro affinities), not an animal study nor reporting neurotoxicity outcomes."
59,"YES — The study uses rat brain cryosections and exposes tissue to fluorinated inhibitors (methyl arachidonylfluorophosphate, hexadecylsulphonyl fluoride), but it does not report neurotoxicity outcomes, so inclusion is unclear."
60,"YES — Study exposes bovine retinal (animal) tissue to potassium fluoride and measures cGMP phosphodiesterase activation in rod outer segments (a neural-tissue biochemical outcome), though it reports enzyme activation rather than an explicit neurotoxicity endpoint."
61,"NO — This is a rat brain biochemical study of alkyldihydroxyacetone phosphate metabolism and enzyme activity, not an exposure study of fluoride or its analogues nor reporting neurotoxicity outcomes."
62,"NO — The study (using rat ovarian membranes) examines adenylate cyclase uncoupling and uses NaF as an enzymatic stimulant but reports no neurotoxicity outcomes, so it does not meet the neurotoxicity criterion."
63,NO — This is a synthetic/catalytic chemistry study of fluorinated porphyrin–manganese complexes and does not report any animal experiments or neurotoxicity outcomes.
64,"NO — This is a materials science study measuring the density of molten calcium fluoride (CaF2) and does not involve animals, fluoride exposure in a biological context, or any neurotoxicity outcomes."
65,"NO — This is an in vitro study of rat oral fibroblasts on titanium surfaces (one containing surface fluoride) assessing cell attachment/collagen, not an in vivo animal study and it does not report any neurotoxicity outcomes."
66,"YES — Animal study of sodium fluoride exposure in rats and mice that reports neurological signs (tremor, convulsions, muscle weakness) consistent with neurotoxicity."
67,NO — This is an insect behavioral study testing benzyl acetate derivatives (including selectively fluorinated analogues) as olfactory attractants in fruit flies and does not involve fluoride/fluoride-ion exposure nor report any neurotoxicity outcomes.
68,"NO — This is an anatomical study of primary afferent distribution in cats (with only a passing mention of ""fluoride-resistant acid phosphatase"" as an enzyme property in rats) and does not involve exposure to fluoride/analogues or report neurotoxic outcomes."
69,"NO — This is an in vitro biochemical study of myelin basic protein cleavage (using PMSF/DFP as inhibitors/labels), not an animal study nor a report of neurotoxicity outcomes from fluoride/analogue exposure."
70,"NO — Although fluoride-containing acids are mentioned as a surface-etching method, this review concerns titanium implant surface modification (not animal studies of fluoride exposure) and reports no animal neurotoxicity outcomes."
71,"NO — This is a human genetic/epidemiologic study of CA6 polymorphisms and dental outcomes in children (not an animal study), does not evaluate fluoride or analog exposures as the primary exposure nor any neurotoxicity outcomes."
72,NO — this rabbit study used an argon-fluoride excimer laser as a radiation tool for corneal wounding (not chemical exposure to fluoride/analogues) and does not examine neurotoxicity from fluoride exposure.
73,NO — This is a chemistry/methods paper describing synthesis of a fluorine-labeled PET tracer (m-fluorobenzylguanidine) and does not report an animal study or any neurotoxicity outcomes related to fluoride exposure.
74,"NO — This study concerns organophosphate (and other NTE-inhibitor) exposures (e.g., mipafox, methamidophos, sulfonyl fluoride), not fluoride or its analogues, so it does not meet the exposure criterion despite addressing neurotoxicity in animals."
75,"NO — Animal study of sodium fluoride reporting acute LD50 (mortality) by age/sex without measures of neurotoxicity, so it does not meet the neurotoxicity outcome criterion."
76,NO — Animal study of a mouse submandibular gland glycoprotein (AM1) characterizing enzymatic activity; does not involve fluoride/analogues nor report neurotoxicity outcomes.
77,"NO — This is an in vitro biochemical study purifying chicken liver acid phosphatase that only notes fluoride as an enzyme inhibitor, not an animal exposure experiment reporting any neurotoxicity outcomes."
78,"NO — Animal study of sodium fluoride effects on adenylate cyclase in fetal rat testes (a reproductive/endocrine outcome), not a neurotoxicity outcome."
79,NO — The paper studies polysome responses to inhibitors and neuroactive substances in vitro and does not mention fluoride exposure or an animal study.
80,"NO — This is an animal study of endothelin ETA receptor binding in rat lung post-mortem, with no exposure to fluoride or its analogues and no neurotoxicity outcomes reported."
81,"NO — This is an animal (mouse) study of uterine anandamide synthase/amidase activity during periimplantation and reports reproductive/endocrine findings, not exposure to fluoride (or analogues) nor any neurotoxicity outcomes."
82,"NO — The record title/content makes no mention of fluoride exposure, neurotoxicity outcomes, or animal subjects, so it does not meet the inclusion criteria."
83,"YES — This is an animal (rat) study that used AlF4- (an aluminum fluoride complex, a fluoride-containing analogue) as an exposure and measured cerebral cortex phospholipid (phosphatidylserine) synthesis, a neurobiochemical outcome relevant to neurotoxicity."
84,"NO — This is an animal study of morphine effects on spinal regeneration in rats, not exposure to fluoride or its analogues, so it does not meet the exposure criterion."
85,"NO — Materials-chemistry synthesis paper about fluoro-substituted polymers (poly(amic ethyl ester)s), not an animal study of fluoride exposure or any neurotoxicity outcomes."
86,"NO — Animal study of dogs exposed to sulfur hexafluoride (a fluorinated gas) but reporting pulmonary gas exchange outcomes, not any neurotoxicity measures."
87,"NO — This rat study uses a fluoride treatment technique but investigates cortical bone mass and biomechanical/interfacial properties after ovariectomy, with no outcomes related to neurotoxicity."
88,"NO — although this is an animal (rat) study of brain enzyme activity, it examines anandamide/amidohydrolase biochemistry rather than exposure to fluoride or its analogues or neurotoxicity outcomes."
89,"NO — Animal study reporting neurophysiological effects, but exposure is depleted uranium (not fluoride or a fluoride analogue), so it fails the exposure inclusion criterion."
90,"YES — Animal study (hens) exposing them to phosphorodiamidic fluorides (fluoride-containing compounds) that reports delayed neurotoxicity, histological lesions, and dose-related effects."
91,"NO — This is a chemistry/crystallography study of fluoro-N-(pyridyl)benzamides focusing on molecular conformation and polymorphism, not an animal study and it does not report any neurotoxicity outcomes."
92,"NO — This is an in vitro study using NG108-15 neuronal cell line (not an animal study), so it does not meet the requirement for animal research despite examining sodium fluoride effects on neuronal signaling."
93,"NO — Materials-science study of fluoride-free mold flux viscosities (B2O3/TiO2), not an animal study and reports no fluoride exposure or neurotoxicity outcomes."
94,NO — an animal study of parathyroid hormone analogs on bone in ovariectomized rats that does not involve fluoride (or its analogues) exposure nor report neurotoxicity outcomes.
95,"NO — The record title only indicates a study of pituitary acid phosphatase with no mention of fluoride exposure, neurotoxic outcomes, or that it is an animal study."
96,"NO — This is a soil chemistry survey of fluoride concentrations and their relationships with soil properties (with only a general comment about potential risk to grazing animals), not an animal study and it does not report any neurotoxicity outcomes."
97,"NO — This is a biochemical study of cytosolic factors modulating adenylate cyclase (including fluoride-stimulated activity) in tissue/cell preparations, not an animal neurotoxicity study and it does not report neurotoxicity outcomes."
98,"YES — Animal study in rats testing a trifluoromethyl-containing (CF3) MIF-1 analogue (an organofluorine exposure) with measured nociception/analgesia outcomes, although it’s unclear whether a CF3-containing peptide is considered within ""fluoride and its analogues."""
99,"NO — This is a radiochemistry report describing synthesis of F-18–labeled flunarizine, not an animal study and it does not report any neurotoxicity outcomes."
100,"NO — This is an in vitro study on 3T3-F442A fibroblasts (cell culture) examining GH-stimulated MAP kinase activity (with fluoride used as an in vitro inhibitor), not an animal study and it does not report neurotoxicity outcomes."
101,"YES — The record examines nervous-system involvement in toxicity from heavy products of C2F4 (a fluorinated compound), addressing neurotoxicity-related outcomes; the title does not specify species so the animal-study status is unclear but plausibly experimental."
102,"NO — This is a materials/adhesion study examining algal (Navicula, Ulva) attachment to fluorinated vs PEGylated polymer surfaces, not an animal study and it does not report any neurotoxicity outcomes."
103,"NO — This is a chemical synthesis and biochemical probe study of fluorinated cyclitols targeting enzymes of the phosphoinositide pathway, not an animal study assessing fluoride exposure or neurotoxicity outcomes."
104,"NO — Although the paper mentions fluoride-pretreated substrates, it reports in vitro cytocompatibility of osteoblasts and materials characterization (no neurotoxicity outcomes) and is not an animal study."
105,"NO — This rabbit implant study involves a magnesium-fluoride coating (fluoride exposure) but assesses implant degradation, bone remodeling, and mechanical properties, with no outcomes related to neurotoxicity."
106,"NO — This is a pharmacology study of fluorine-substituted neuroactive amine analogs focusing on adrenergic receptor selectivity, not an animal study nor reporting neurotoxicity outcomes."
107,NO — This is an animal xenograft study of the fluorinated chemotherapy vinflunine assessing antitumour efficacy and does not report fluoride exposure per se nor any neurotoxicity-related outcomes.
108,"NO — Animal study of cholinergic efferent signaling in Xenopus lateral line (effects of apamin, ryanodine, dyes) with no exposure to fluoride or its analogues and not assessing fluoride-related neurotoxicity."
109,"NO — This is an experimental petrology/mineralogy study of F and Cl partitioning in biotite/phonolite at high temperature and pressure, not an animal study of fluoride exposure or any neurotoxicity outcome."
110,"YES — In an insect (animal) study the authors exposed olfactory receptor neurons to fluorinated ketone analogues (trifluoromethyl/difluoromethyl ketones) and reported reversible inhibition and altered neuronal response latencies, i.e., neurophysiological/neurotoxic effects."
111,"NO — The study uses aluminum fluoride as a G-protein activator in an in vitro rat mast cell line to examine K+ channel regulation, not an in vivo animal neurotoxicity study nor reporting outcomes related to neurotoxicity."
112,"NO — This is an in vitro/biophysical study of rhodopsin using a fluorinated retinal analog, not an animal study and it does not report any neurotoxicity outcomes or systemic fluoride exposure."
113,"NO — This is a materials/polymer study of PVDF/silicone rubber blends reporting morphology, rheological, thermal and mechanical properties, not an animal study and it does not assess fluoride exposure or any neurotoxicity outcomes."
114,NO — This is a materials/chemistry study on dispersion of fluorinated-functionalized carbon nanotubes in lubricants and does not involve animals or report any neurotoxicity outcomes.
115,YES — Animal study in rats exposed to fluoride (150 ppm) that reports neurotoxicity-relevant outcomes including plasma and RBC acetylcholinesterase activity and oxidative-stress markers.
116,NO. This is an in vitro study using NG108-15 neuronal cell membranes (not an animal experiment) reporting adenylate cyclase signaling effects of NaF rather than in vivo neurotoxicity outcomes.
117,"NO — This is a pharmacology study of dopamine agonists on adenylate cyclase in porcine/rat pituitary preparations and does not involve fluoride (or analogues), neurotoxicity outcomes, or an in vivo animal exposure to fluoride."
118,"NO — Although this is an animal study of sodium fluoride exposure, the outcomes are liver enzyme activities and hepatic morphology, not any measures of neurotoxicity."
119,"NO — This is a PET study in healthy human volunteers (not an animal study), so it does not meet the requirement for an animal study despite involving fluorinated quinolones and neuro-related outcomes."
120,"YES — Rat study exposing animals to sodium fluoride in drinking water (15–60 mg NaF/L) with neurotoxicity-related hippocampal outcomes (CaMKIIα, c-fos, Bax, Bcl-2) reported."
121,NO — This is a review about captive American kestrels and their use in wildlife/toxicology research (mentions DDT/DDE) and does not describe animal research exposing subjects to fluoride or report neurotoxicity outcomes.
122,NO — This is a methods/review paper on 19F NMR spectroscopy (applications in biology/medicine) and does not report an animal study of fluoride exposure or neurotoxicity outcomes.
123,"YES — The record concerns fluorinated phenyl ethanolamines (organofluorine exposure) and reports pharmacological properties, so it meets the exposure criterion though it’s unclear from the title whether neurotoxicity outcomes or animal experiments are reported."
124,"NO — This is a theoretical study of catecholamine receptor binding in membranes and does not involve fluoride exposure, neurotoxicity outcomes, or an animal experimental model."
125,"YES — This is an animal study of leu-enkephalin analogues containing fluorinated aromatic amino acids (organofluorine exposure) reporting effects on electrically induced contractions in guinea-pig ileum and mouse vas deferens, so its relevance to fluoride/analogue neurotoxicity is unclear."
126,"NO — This is a synthetic chemistry study of fluorinated ferrocenes (molecular synthesis, characterization, and redox behavior) and does not report any animal experiments or neurotoxicity outcomes."
127,"NO — Animal study of chronic CRF1 receptor blockade with antalarmin in rats, not an exposure to fluoride or its analogues, so it does not meet the exposure criterion."
128,NO — this is an animal biodistribution study of a fluorinated radiotracer ([18F]FETA) reporting tumor and organ uptake (including brain-to-blood ratios) but it does not report any outcomes related to neurotoxicity.
129,"NO — The study used primary mouse astrocyte cultures treated with sodium fluoride (in vitro) to model ischemia and glial swelling, not an in vivo animal study as required."
130,"NO — This is a materials-science study of polymer miscibility (polychloroprene/PEMA), not an animal study, and it does not involve fluoride exposure or any neurotoxicity outcomes."
131,NO — This is a geology/petrology study of F-bearing rocks and melt generation (no animals and no neurotoxicity outcomes reported).
132,NO — This is a clinical/review article about perfluorocarbon oxygen carriers and haemoglobin solutions (fluorinated hydrocarbons) focused on oxygen delivery and clinical development and does not report animal studies of neurotoxicity or exposure to fluoride ion.
133,"YES — Animal (insect) study exposing Ceratitis capitata neural tissue to fluoride and a non-hydrolysable GTP analogue, measuring neural outcomes (adenylate cyclase activity and G-protein ADP-ribosylation), which are relevant neurobiological endpoints."
134,"NO — This is an animal study of shock wave-induced brain injury using micro-explosions of silver azide, not exposure to fluoride or fluoride analogues, so it does not meet the inclusion criterion."
135,NO — Describes synthesis and in vitro autoradiography of an 18F-labeled PET ligand in rat brain tissue but does not report any animal neurotoxicity outcomes or an in vivo animal neurotoxicity study.
136,"NO — although this animal embryology study used NaF (sodium fluoride) as a metabolic poison and reports cation transport kinetics in vertebrate embryos, it does not report any neurotoxicity-related outcomes."
137,YES — Rat study of prolonged isoflurane exposure (a volatile anesthetic metabolized to fluoride) that reports brain histology/neurotoxicity outcomes (and discusses effects possibly due to fluoride metabolites).
138,"YES — Animal study in rats examining the effects of fluorine-containing organic compounds on the nervous (tooth) system, meeting the exposure (fluorine/analogues) and neurotoxicity-related outcome criteria."
139,"NO — this is an in vitro study using PC12 cell membranes (not an animal study) that examines synaptic vesicle formation and only mentions aluminum fluoride as an experimental inhibitor, not an animal neurotoxicity exposure/outcome."
140,"NO — This is a viral infection study (Theiler's murine encephalomyelitis virus) examining protease-mediated myelin damage in mice, not an exposure to fluoride or its analogues."
141,"NO — this is a study of disopyramide’s effects on squid giant axon ionic currents (an anti‑arrhythmic drug), not exposure to fluoride or its analogues, so it does not meet the exposure criterion."
142,"NO — This is an environmental hydrogeology study about groundwater ionic chemistry (including fluoride) and management, not an animal study and it reports no neurotoxicity outcomes."
143,"NO — This is an in vitro study of Acanthamoeba proteases and corneal epithelial cytopathic effects and does not involve fluoride exposure, neurotoxicity outcomes, or animal experiments."
144,YES — Animal (rat) study of fluoride exposure from coal-burning fluorosis measuring neurotoxic outcomes (learning/memory by Morris water maze) and brain nAChR mRNA/protein changes.
145,"NO — Although it examines effects of fluoride (and phosphate) on bone mechanical properties, it reports compressive/bone outcomes rather than any neurotoxicity measures and is not described as an animal neurotoxicity study."
146,"NO — This is a molecular/pharmacology study of a fluorinated dopamine-transporter ligand (and related binding/mutagenesis), not an animal study of fluoride (or analogue) exposure reporting neurotoxicity outcomes."
147,"NO — This is an in vitro methods paper using fluorinated silanes to pattern neurite outgrowth in cultured hippocampal neurons, not an animal study of fluoride (or analogue) exposure assessing neurotoxic outcomes."
148,NO — This is a biochemical study of diglyceride kinase activity in rat brain with no exposure to fluoride or its analogues and no neurotoxicity outcomes reported.
149,NO — The study investigates choline acetyltransferase properties in squid ganglia and does not involve exposure to fluoride or its analogues nor report neurotoxicity outcomes.
150,"NO — The study exposes cultured fetal rat bones to a fluorinated bisphosphonate (F2MBP) and reports bone uptake/resorption outcomes, but does not assess any neurotoxicity-related measures."
151,NO — This is a chemical potentiometric titration study of Sn(II)-fluoride complex stability and does not report an animal study or any neurotoxicity outcomes.
152,NO — this is an animal neurophysiology study of phospholipases C on squid axon excitability and does not involve exposure to fluoride or fluoride analogues.
153,NO — This study examines protease effects on fowl sperm motility (axonemal/flagellar function) and does not involve fluoride or its analogues nor report neurotoxicity outcomes.
154,"NO — This is a medicinal-chemistry/electrophysiology study of mexiletine analogs (one compound contains a covalently bound fluorine atom) tested on sodium currents in muscle fibers, not an animal study of fluoride or fluoride-analogue exposure reporting neurotoxicity outcomes."
155,YES — Animal study of perinatal sodium fluoride exposure in rats reporting neurobehavioral outcomes (territorial aggression and sexual behaviour) relevant to neurotoxicity.
156,"NO — This is a human clinical trial of alfacalcidol (a vitamin D analog) focused on bone outcomes (BMD, fractures, falls) and not an animal study, does not involve fluoride or its analogues, nor report neurotoxicity outcomes."
157,"YES — Animal studies of a fluorinated memantine derivative (19F/18F‑MEM) are reported with electrophysiological NMDA receptor channel blockade and biodistribution in mice (and PET in rhesus), providing neurophysiological outcomes relevant to neurotoxicity."
158,NO — The study investigates tPA/plasminogen effects on amyloid‑beta neurotoxicity (and appears in vitro) and does not involve fluoride or its analogues as the exposure.
159,"NO — This is an in vitro biochemical study of myocardial adenylate cyclase (using fluoride as an assay activator), not an in vivo animal study of fluoride exposure nor does it report neurotoxicity outcomes."
160,"NO — Animal study of sodium fluoride focusing on bone metabolism/bone loss in mice, with no neurotoxicity outcomes reported."
161,"NO — in vitro cell-free endosome fusion study using BHK-21-derived fractions with no fluoride/analogue exposure, no neurotoxicity outcomes, and not an in vivo animal study."
162,"NO — The study examines halothane effects on cAMP in rat brain and does not involve exposure to fluoride or fluoride analogues (sodium fluoride is only mentioned for comparison), so it fails the exposure criterion."
163,NO — Materials chemistry study on hydrothermal synthesis using NaF with no animal experiments or any neurotoxicity outcomes reported.
164,"YES — This animal (guinea-pig) study tests the anticholinesterase mipafox (NN-diisopropylphosphodiamidic fluoride) and reports effects on cholinergic neurotransmission/cholinesterase potentiation in ileum muscle strips, which are neurotoxicity-relevant endpoints."
165,NO — This is an in vitro enzymatic study of a purified chicken oviduct ecto-ATPDase (mentions fluoride as an inhibitor) and does not report any neurotoxicity outcomes or an in vivo animal exposure study.
166,YES — Animal study in rats exposed to sodium fluoride (and lead) reporting neurotoxicity-related outcomes (learning ability and hippocampal glutamate and enzyme activity).
167,"NO — This is a materials/chemistry paper on dendronized polyimides and their application in LCD alignment, with no fluoride exposure, neurotoxicity outcomes, or animal study described."
168,"NO — Animal pharmacology/radiotracer study of fluorinated benzazepine derivatives reporting receptor binding and brain biodistribution/PET uptake in rats and monkeys, not assessing or reporting any neurotoxicity outcomes."
169,"YES — Postnatal rat study testing triflusal (a fluorinated salicylate) with measured neurotoxicity-related outcomes (neduction of neurodegenerative area and changes in inflammatory/neurotoxic markers iNOS, COX-2, IL-1β, TNF-α)."
170,"YES — Animal study administering fluorinated quinazolinone derivatives to mice with neurotoxicity assessed (rotarod test), so it reports neurotoxicity outcomes following exposure to fluorinated compounds."
171,"YES — Mouse study examining incorporation of diisopropyl fluorophosphate (DFP, a fluorine-containing organophosphate) into brain tissue, which is an animal exposure involving a fluorinated compound and relevant to neurotoxicity."
172,"NO — This is an animal study of unspecified ""metals"" (not fluoride or analogues) measuring taste threshold and tongue epithelium enzyme activity, not fluoride exposure or neurotoxicity outcomes."
173,"NO — This is an epidemiologic review of drinking-water chemical contaminants (including fluoride) and human health outcomes, not an animal study reporting fluoride-related neurotoxicity."
174,"NO — This is an in vitro biochemical study of pyrenebutyl methylphosphonofluoridate labeling of Torpedo californica acetylcholinesterase (enzyme chemistry/fluorescence), not an in vivo animal study reporting neurotoxicity outcomes."
