id,citation,title,abstract,label
792,"927.T. A. Slotkin, C. Lau, E. C. McCook, S. E. Lappi and F. J. Seidler. 1994. Glucocorticoids enhance intracellular signaling via adenylate cyclase at three distinct loci in the fetus: a mechanism for heterologous teratogenic sensitization?. Toxicol Appl Pharmacol 127(1): 64-75. http://www.ncbi.nlm.nih.gov/pubmed/8048055. Although high doses of glucocorticoids are teratogenic, endogenous hormones are necessary for development. Because of the central role of cAMP to control cell differentiation, we examined the dose dependence, tissue selectivity, and critical periods involved in glucocorticoid regulation of fetal intracellular signaling mediated by adenylate cyclase. Pregnant rats were given dexamethasone at doses spanning the threshold for therapeutic effects (0.05, 0.2, and 0.8 mg/kg) on either Gestational Days 11, 12, and 13 or Days 17, 18, and 19. Development of adenylate cyclase was evaluated in cell membrane preparations using basal activity in the absence or presence of GTP, maximal G-protein activation by fluoride, and maximal catalytic subunit stimulation by forskolin-Mn2+. Even at the lowest dose, dexamethasone on gestational days 11 through 13 enhanced fetal adenylate cyclase activity by accelerating development of both the G-protein component and the catalytic subunit. As a result, supersensitivity of the response to beta-adrenergic receptor stimulation by isoproterenol was also produced, even though development of beta-adrenergic receptors was unaffected. Treatment with dexamethasone later in gestation similarly fostered development of both G-protein and catalytic subunit components, with selectivity for liver and heart as opposed to brain. Again, heterologous sensitization to isoproterenol stimulation was demonstrable; in addition, late gestational treatment elevated yet a third signal transduction locus, the beta-adrenergic receptor binding site. These effects are likely contributors to glucocorticoid teratogenesis (high doses) or to more subtle disruption of cell development (low doses); because adenylate cyclase is at the convergence of multiple neuronal, hormonal, and environmental inputs, glucocorticoids may sensitize the cell to heterologous stimuli, lowering the threshold for teratogenesis by other agents.",Glucocorticoids enhance intracellular signaling via adenylate cyclase at three distinct loci in the fetus: a mechanism for heterologous teratogenic sensitization?,"Although high doses of glucocorticoids are teratogenic, endogenous hormones are necessary for development. Because of the central role of cAMP to control cell differentiation, we examined the dose dependence, tissue selectivity, and critical periods involved in glucocorticoid regulation of fetal intracellular signaling mediated by adenylate cyclase. Pregnant rats were given dexamethasone at doses spanning the threshold for therapeutic effects (0.05, 0.2, and 0.8 mg/kg) on either Gestational Days 11, 12, and 13 or Days 17, 18, and 19. Development of adenylate cyclase was evaluated in cell membrane preparations using basal activity in the absence or presence of GTP, maximal G-protein activation by fluoride, and maximal catalytic subunit stimulation by forskolin-Mn2+. Even at the lowest dose, dexamethasone on gestational days 11 through 13 enhanced fetal adenylate cyclase activity by accelerating development of both the G-protein component and the catalytic subunit. As a result, supersensitivity of the response to beta-adrenergic receptor stimulation by isoproterenol was also produced, even though development of beta-adrenergic receptors was unaffected. Treatment with dexamethasone later in gestation similarly fostered development of both G-protein and catalytic subunit components, with selectivity for liver and heart as opposed to brain. Again, heterologous sensitization to isoproterenol stimulation was demonstrable; in addition, late gestational treatment elevated yet a third signal transduction locus, the beta-adrenergic receptor binding site. These effects are likely contributors to glucocorticoid teratogenesis (high doses) or to more subtle disruption of cell development (low doses); because adenylate cyclase is at the convergence of multiple neuronal, hormonal, and environmental inputs, glucocorticoids may sensitize the cell to heterologous stimuli, lowering the threshold for teratogenesis by other agents.",0
793,"928.W. R. Walsh, D. P. Labrador, H. D. Kim and N. Guzelsu. 1994. The effect of in vitro fluoride ion treatment on the ultrasonic properties of cortical bone. Ann Biomed Eng 22(4): 404-15. http://www.ncbi.nlm.nih.gov/pubmed/7998686. The mechanical properties of composites are influenced, in part, by the volume fraction, orientation, constituent mechanical properties, and interfacial bonding. Cortical bone tissue represents a short-fibered biological composite where the hydroxyapatite phase is embedded in an organic matrix composed of type I collagen and other noncollagenous proteins. Destructive mechanical testing has revealed that fluoride ion treatment significantly lowers the Z-axis tensile and compressive properties of cortical bone through a constituent interfacial debonding mechanism. The present ultrasonic data indicates that fluoride ion treatment significantly alters the longitudinal velocity in the Z-axis as well as the circumferential and radial axes of cortical bone. This suggests that the distribution of constituents and interfacial bonding amongst them may contribute to the anisotropic nature of bone tissue.",The effect of in vitro fluoride ion treatment on the ultrasonic properties of cortical bone,"The mechanical properties of composites are influenced, in part, by the volume fraction, orientation, constituent mechanical properties, and interfacial bonding. Cortical bone tissue represents a short-fibered biological composite where the hydroxyapatite phase is embedded in an organic matrix composed of type I collagen and other noncollagenous proteins. Destructive mechanical testing has revealed that fluoride ion treatment significantly lowers the Z-axis tensile and compressive properties of cortical bone through a constituent interfacial debonding mechanism. The present ultrasonic data indicates that fluoride ion treatment significantly alters the longitudinal velocity in the Z-axis as well as the circumferential and radial axes of cortical bone. This suggests that the distribution of constituents and interfacial bonding amongst them may contribute to the anisotropic nature of bone tissue.",0
794,"929.D. S. Peterseim, L. C. Chesnut, C. H. Meyers, T. A. D'Amico, P. Van Trigt and D. A. Schwinn. 1994. Stability of the beta-adrenergic receptor/adenylyl cyclase pathway of pediatric myocardium after brain death. J Heart Lung Transplant 13(4): 635-40. http://www.ncbi.nlm.nih.gov/pubmed/7947880. Our previous work in the adult porcine model shows that brain death results in a rapid decline in left ventricular systolic function as measured by the preload recruitable stroke work method to 8% of the baseline slope within 6 hours; this process is accompanied by functional uncoupling of the beta-adrenergic receptor at the level of the adenylyl cyclase moiety within 1 hour. In contrast, the pediatric porcine myocardium displays no change in left ventricular systolic function from baseline within 6 hours of brain death. This work investigates whether the beta-adrenergic receptor/adenylyl cyclase pathway remains intact after induction of brain death in the pediatric porcine model. Thirteen 1-month-old swine (7 to 10 kg) were anesthetized and underwent median sternotomy, and baseline transmural left ventricular biopsy specimens were obtained before ligation of head vessels to induce brain death in six piglets, with the remaining seven serving as controls. Baseline left ventricular biopsy specimens were obtained just before and 1 and 3 hours after brain death or at matched time points without brain death in the control group. Myocardial tissue was then analyzed for beta-adrenergic receptor density with the use of saturation [125I]-iodocyanopindolol binding in the absence and presence of propranolol 1 mumol/L. Coupling of the beta-adrenergic receptor to its signal transduction system (stimulation of adenylyl cyclase) was tested at three levels: beta-adrenergic receptor (isoproterenol 100 mumol/L), stimulatory G protein Gs (sodium fluoride 10 mmol/L), and the adenylyl cyclase moiety itself (forskolin 100 mumol/L).(ABSTRACT TRUNCATED AT 250 WORDS)",Stability of the beta-adrenergic receptor/adenylyl cyclase pathway of pediatric myocardium after brain death,"Our previous work in the adult porcine model shows that brain death results in a rapid decline in left ventricular systolic function as measured by the preload recruitable stroke work method to 8% of the baseline slope within 6 hours; this process is accompanied by functional uncoupling of the beta-adrenergic receptor at the level of the adenylyl cyclase moiety within 1 hour. In contrast, the pediatric porcine myocardium displays no change in left ventricular systolic function from baseline within 6 hours of brain death. This work investigates whether the beta-adrenergic receptor/adenylyl cyclase pathway remains intact after induction of brain death in the pediatric porcine model. Thirteen 1-month-old swine (7 to 10 kg) were anesthetized and underwent median sternotomy, and baseline transmural left ventricular biopsy specimens were obtained before ligation of head vessels to induce brain death in six piglets, with the remaining seven serving as controls. Baseline left ventricular biopsy specimens were obtained just before and 1 and 3 hours after brain death or at matched time points without brain death in the control group. Myocardial tissue was then analyzed for beta-adrenergic receptor density with the use of saturation [125I]-iodocyanopindolol binding in the absence and presence of propranolol 1 mumol/L. Coupling of the beta-adrenergic receptor to its signal transduction system (stimulation of adenylyl cyclase) was tested at three levels: beta-adrenergic receptor (isoproterenol 100 mumol/L), stimulatory G protein Gs (sodium fluoride 10 mmol/L), and the adenylyl cyclase moiety itself (forskolin 100 mumol/L).(ABSTRACT TRUNCATED AT 250 WORDS)",0
795,"930.C. Streffer and P. Tamulevicius. 1994. Metabolic studies and neurotoxicity in tumors and brain of mice after hypoxic cell sensitizers. Int J Radiat Oncol Biol Phys 29(3): 571-5. http://www.ncbi.nlm.nih.gov/pubmed/8005816. PURPOSE: The effects of the radiosensitizers RK-28 and RP-170, both 2-nitroimidazole nucleoside analogues, and KU-2285, a fluorinated 2-nitroimidazole, as well as etanidazole (ETA) on glucose metabolism in mouse tumors and brain were studied to assess their degree of neurotoxicity. METHODS AND MATERIALS: Adult male C57Bl mice received differing doses of the above sensitizers IP. Blood, brain, and tumor samples were removed at various times and the levels of glycolytic metabolites determined. Glucose uptake and phosphorylation in brain was measured by the 2-deoxyglucose method of Sokoloff et al. (6). RESULTS: RP-170 showed neither signs of toxicity nor significant alterations in glucose metabolism in brain or tumor at doses up to 4 g/kg b.w. up to 4 h. By contrast, RK-28 was extremely neurotoxic at a dose of 1 g/kg b.w. with a high degree of lethality, resulting in a highly significant increase in the brain glucose level from 0.38 mumol/g to 2.20 mumol/g (p &lt; 0.001) 2 h after administration, whereas that in the tumor was decreased. KU-2285 and ETA were significantly (p &lt; 0.01) less toxic than RK-28 at this dose, as reflected in a lower increase in the brain glucose level (0.60 mumol/g), although KU-2285 approached that of RK-28 (1.43 mumol/g; p &lt; 0.01) after 2 h following a dose of 2 g/kg b.w. However, in contrast to the other sensitizers, KU-2285 concomitantly also resulted in a highly significant continuous increase (p &lt; 0.01) in tumor glucose levels. Labeled 3H-2-deoxyglucose studies showed that RP-170 neither markedly affected the uptake of total radioactivity into the brain nor its degree of phosphorylation whereas, KU-2285 (2 g/kg) and RK-28 (1 g/kg) decreased uptake by approximately 50% and phosphorylation approximately 3 and 4-fold, respectively. At doses of 1 g/kg, ETA and KU-2285 showed no significant changes in these parameters. This indicates a decreased level of neurotoxicity. CONCLUSION: Since the adult brain relies solely on glucose metabolism for its energy supply, interference to this pathway may be instrumental in the development of neurotoxicity, thus, underlining the need for such metabolic studies to assess the level of toxicity by radiosensitizers.",Metabolic studies and neurotoxicity in tumors and brain of mice after hypoxic cell sensitizers,"PURPOSE: The effects of the radiosensitizers RK-28 and RP-170, both 2-nitroimidazole nucleoside analogues, and KU-2285, a fluorinated 2-nitroimidazole, as well as etanidazole (ETA) on glucose metabolism in mouse tumors and brain were studied to assess their degree of neurotoxicity. METHODS AND MATERIALS: Adult male C57Bl mice received differing doses of the above sensitizers IP. Blood, brain, and tumor samples were removed at various times and the levels of glycolytic metabolites determined. Glucose uptake and phosphorylation in brain was measured by the 2-deoxyglucose method of Sokoloff et al. (6). RESULTS: RP-170 showed neither signs of toxicity nor significant alterations in glucose metabolism in brain or tumor at doses up to 4 g/kg b.w. up to 4 h. By contrast, RK-28 was extremely neurotoxic at a dose of 1 g/kg b.w. with a high degree of lethality, resulting in a highly significant increase in the brain glucose level from 0.38 mumol/g to 2.20 mumol/g (p < 0.001) 2 h after administration, whereas that in the tumor was decreased. KU-2285 and ETA were significantly (p < 0.01) less toxic than RK-28 at this dose, as reflected in a lower increase in the brain glucose level (0.60 mumol/g), although KU-2285 approached that of RK-28 (1.43 mumol/g; p < 0.01) after 2 h following a dose of 2 g/kg b.w. However, in contrast to the other sensitizers, KU-2285 concomitantly also resulted in a highly significant continuous increase (p < 0.01) in tumor glucose levels. Labeled 3H-2-deoxyglucose studies showed that RP-170 neither markedly affected the uptake of total radioactivity into the brain nor its degree of phosphorylation whereas, KU-2285 (2 g/kg) and RK-28 (1 g/kg) decreased uptake by approximately 50% and phosphorylation approximately 3 and 4-fold, respectively. At doses of 1 g/kg, ETA and KU-2285 showed no significant changes in these parameters. This indicates a decreased level of neurotoxicity. CONCLUSION: Since the adult brain relies solely on glucose metabolism for its energy supply, interference to this pathway may be instrumental in the development of neurotoxicity, thus, underlining the need for such metabolic studies to assess the level of toxicity by radiosensitizers.",0
796,"931.V. Abadji, S. Lin, G. Taha, G. Griffin, L. A. Stevenson, R. G. Pertwee and A. Makriyannis. 1994. (R)-methanandamide: a chiral novel anandamide possessing higher potency and metabolic stability. J Med Chem 37(12): 1889-93. http://www.ncbi.nlm.nih.gov/pubmed/8021930. Four chiral congeners of arachidonylethanolamide (anandamide) have been synthesized and evaluated for (a) their ability to bind to the cannabinoid receptor in rat forebrain membranes and (b) their pharmacological potency as measured by the compounds' ability to inhibit electrically-evoked contractions of the mouse vas deferens. The lead analog was also tested for its potency in vivo. Of the analogs tested, (R)-(+)-arachidonyl-1'-hydroxy-2'-propylamide [(R)-methanandamide] exhibited the highest affinity for the cannabinoid receptor with a Ki of 20 +/- 1.6 nM, 4-fold lower than that of anandamide (Ki = 78 +/- 2 nM). Moreover, determination of the cannabinoid binding affinity in the presence and absence of the protease inhibitor phenylmethanesulfonyl fluoride (PMSF) revealed that (R)-methanandamide possesses a remarkable stability to aminopeptidase hydrolysis. Pharmacological studies on mouse isolated vasa deferentia demonstrated that all four analogs produce concentration-related inhibition of the twitch response and the order of potency is the same as the rank order of the affinities of these agonists for cannabinoid binding sites. Furthermore, experiments with mice have demonstrated that (R)-methanandamide also possesses cannabimimetric properties in vivo, as established by the four tests of hypothermia, hypokinesia, ring immobility, and antinociception.",(R)-methanandamide: a chiral novel anandamide possessing higher potency and metabolic stability,"Four chiral congeners of arachidonylethanolamide (anandamide) have been synthesized and evaluated for (a) their ability to bind to the cannabinoid receptor in rat forebrain membranes and (b) their pharmacological potency as measured by the compounds' ability to inhibit electrically-evoked contractions of the mouse vas deferens. The lead analog was also tested for its potency in vivo. Of the analogs tested, (R)-(+)-arachidonyl-1'-hydroxy-2'-propylamide [(R)-methanandamide] exhibited the highest affinity for the cannabinoid receptor with a Ki of 20 +/- 1.6 nM, 4-fold lower than that of anandamide (Ki = 78 +/- 2 nM). Moreover, determination of the cannabinoid binding affinity in the presence and absence of the protease inhibitor phenylmethanesulfonyl fluoride (PMSF) revealed that (R)-methanandamide possesses a remarkable stability to aminopeptidase hydrolysis. Pharmacological studies on mouse isolated vasa deferentia demonstrated that all four analogs produce concentration-related inhibition of the twitch response and the order of potency is the same as the rank order of the affinities of these agonists for cannabinoid binding sites. Furthermore, experiments with mice have demonstrated that (R)-methanandamide also possesses cannabimimetric properties in vivo, as established by the four tests of hypothermia, hypokinesia, ring immobility, and antinociception.",0
797,"932.M. Z. Hossain, L. J. Murphy, E. L. Hertzberg and J. I. Nagy. 1994. Phosphorylated forms of connexin43 predominate in rat brain: demonstration by rapid inactivation of brain metabolism. J Neurochem 62(6): 2394-403. http://www.ncbi.nlm.nih.gov/pubmed/8189244. The gap junction protein connexin43 (Cx43) has been reported to exist as several phosphorylated forms migrating at approximately 43 kDa on sodium dodecyl sulfate-polyacrylamide gel electrophoresis as well as an unphosphorylated 41-kDa form. In brain, Cx43 is expressed predominantly in astrocytes and is also expressed in several other cell types. Whereas the phosphorylated forms of Cx43 predominate in heart, several studies have indicated that high levels of the unphosphorylated form of Cx43 are present in brain. Various experiments in this report indicate that the 41-kDa molecular form in brain is a postmortem dephosphorylation product of phosphorylated Cx43. In rats killed by cranial high-energy microwave irradiation leading to rapid inactivation of brain metabolism, Cx43 in cerebral cortex was present almost exclusively as the 43-kDa phosphorylated form. Rapid dissection of brain followed by heat treatment or inclusion of phosphatase inhibitors during tissue homogenization also largely prevented the conversion of the 43- to the 41-kDa form. The 41-kDa species was generated after alkaline phosphatase digestion of the 43-kDa material obtained by immunoprecipitation from microwave-irradiated brain. Immunolabeling patterns and relative regional levels of Cx43 as seen by immunohistochemical and western blot detection were the same whether or not metabolism to the 41-kDa species was prevented. In developing rat brain, Cx43 levels in frontal cortex and brainstem increased with age, but the degree of dephosphorylation of the 43- to the 41-kDa form was greater at earlier ages in the brainstem. It appears that brain contains a phosphatase that may be involved in modulating the phosphorylation state of Cx43 and thus may regulate intercellular communication via astrocytic gap junctions.",Phosphorylated forms of connexin43 predominate in rat brain: demonstration by rapid inactivation of brain metabolism,"The gap junction protein connexin43 (Cx43) has been reported to exist as several phosphorylated forms migrating at approximately 43 kDa on sodium dodecyl sulfate-polyacrylamide gel electrophoresis as well as an unphosphorylated 41-kDa form. In brain, Cx43 is expressed predominantly in astrocytes and is also expressed in several other cell types. Whereas the phosphorylated forms of Cx43 predominate in heart, several studies have indicated that high levels of the unphosphorylated form of Cx43 are present in brain. Various experiments in this report indicate that the 41-kDa molecular form in brain is a postmortem dephosphorylation product of phosphorylated Cx43. In rats killed by cranial high-energy microwave irradiation leading to rapid inactivation of brain metabolism, Cx43 in cerebral cortex was present almost exclusively as the 43-kDa phosphorylated form. Rapid dissection of brain followed by heat treatment or inclusion of phosphatase inhibitors during tissue homogenization also largely prevented the conversion of the 43- to the 41-kDa form. The 41-kDa species was generated after alkaline phosphatase digestion of the 43-kDa material obtained by immunoprecipitation from microwave-irradiated brain. Immunolabeling patterns and relative regional levels of Cx43 as seen by immunohistochemical and western blot detection were the same whether or not metabolism to the 41-kDa species was prevented. In developing rat brain, Cx43 levels in frontal cortex and brainstem increased with age, but the degree of dephosphorylation of the 43- to the 41-kDa form was greater at earlier ages in the brainstem. It appears that brain contains a phosphatase that may be involved in modulating the phosphorylation state of Cx43 and thus may regulate intercellular communication via astrocytic gap junctions.",0
798,"933.J. C. Maurizis, M. Azim, M. Rapp, B. Pucci, A. Pavia, J. C. Madelmont and A. Veyre. 1994. Disposition in rat of a new fluorinated, biocompatible, non-ionic telomeric carrier. Xenobiotica 24(6): 535-41. http://www.ncbi.nlm.nih.gov/pubmed/7975719. 1. The disposition of the new fluorinated, biocompatible, non-ionic telomeric carrier trisacryl conjugate (F-TAC) labelled with 13C and 14C on the amide function has been studied in the rat after p.o. and i.v. administration. 2. After i.v. administration, excretion measurements have shown that radioactivity was eliminated mainly in the urine (69% within 24 h), and that faecal excretion was low (8% within 72 h). After p.o. administration, faecal elimination was significantly increased (30% within 72 h). No radioactivity was eliminated as 14CO2, after either route of administration. 3. After i.v. administration, plasma radioactivity exhibited a biphasic decrease, with t1/2 = 20 min for the first phase and 29.5 h for the second phase. The maximal plasma concentration was obtained 40 min after oral dosing, followed by a monoexponential decrease with t1/2 = 38.1 h. The ratio AUC (p.o.)/AUC (i.v.) as an assessment of bioavailability was 0.22. 4. After both i.v. and p.o. administration, a relatively homogeneous concentration of radioactivity was found in most organs, close or below the plasma concentration, indicating that tissues do not exhibit a high affinity for this molecule. In addition, F-TAC did not cross the blood-brain barrier. 5. Analysis of urine and plasma on DOWEX AG1X2 anionic resin showed that &lt; 20% of the radioactivity was bound to this support. 13C- and 19F-nmr analysis of the non-bound radioactivity identified it to unchanged F-TAC, with bound radioactivity being due to polyanionic telomers arising from the hydrolysis of the amide function.(ABSTRACT TRUNCATED AT 250 WORDS)","Disposition in rat of a new fluorinated, biocompatible, non-ionic telomeric carrier","1. The disposition of the new fluorinated, biocompatible, non-ionic telomeric carrier trisacryl conjugate (F-TAC) labelled with 13C and 14C on the amide function has been studied in the rat after p.o. and i.v. administration. 2. After i.v. administration, excretion measurements have shown that radioactivity was eliminated mainly in the urine (69% within 24 h), and that faecal excretion was low (8% within 72 h). After p.o. administration, faecal elimination was significantly increased (30% within 72 h). No radioactivity was eliminated as 14CO2, after either route of administration. 3. After i.v. administration, plasma radioactivity exhibited a biphasic decrease, with t1/2 = 20 min for the first phase and 29.5 h for the second phase. The maximal plasma concentration was obtained 40 min after oral dosing, followed by a monoexponential decrease with t1/2 = 38.1 h. The ratio AUC (p.o.)/AUC (i.v.) as an assessment of bioavailability was 0.22. 4. After both i.v. and p.o. administration, a relatively homogeneous concentration of radioactivity was found in most organs, close or below the plasma concentration, indicating that tissues do not exhibit a high affinity for this molecule. In addition, F-TAC did not cross the blood-brain barrier. 5. Analysis of urine and plasma on DOWEX AG1X2 anionic resin showed that < 20% of the radioactivity was bound to this support. 13C- and 19F-nmr analysis of the non-bound radioactivity identified it to unchanged F-TAC, with bound radioactivity being due to polyanionic telomers arising from the hydrolysis of the amide function.(ABSTRACT TRUNCATED AT 250 WORDS)",0
799,"934.Y. Li, X. Li and S. Wei. 1994. [Effect of excessive fluoride intake on mental work capacity of children and a preliminary study of its mechanism]. Hua Xi Yi Ke Da Xue Xue Bao 25(2): 188-91. http://www.ncbi.nlm.nih.gov/pubmed/7528715. We made an investigation in 157 children, aged 12-13, born and grew up in a coal burning pattern endemic fluorosis area and an experiment on excessive fluoride intake in rat. The results showed: (1) Excessive fluoride intake since early childhood would reduce mental work capacity (MWC) and hair zinc content: (2) The effect on zinc metabolism was a mechanism of influence on MWC by excessive fluoride intake; (3) Excessive fluoride intake decreased 5-hydroxy indole acetic acid and increased norepinephrine in rat brain; whether this is also a mechanism of the influence on MWC awaits confirmation.",[Effect of excessive fluoride intake on mental work capacity of children and a preliminary study of its mechanism],"We made an investigation in 157 children, aged 12-13, born and grew up in a coal burning pattern endemic fluorosis area and an experiment on excessive fluoride intake in rat. The results showed: (1) Excessive fluoride intake since early childhood would reduce mental work capacity (MWC) and hair zinc content: (2) The effect on zinc metabolism was a mechanism of influence on MWC by excessive fluoride intake; (3) Excessive fluoride intake decreased 5-hydroxy indole acetic acid and increased norepinephrine in rat brain; whether this is also a mechanism of the influence on MWC awaits confirmation.",0
800,"935.N. von Rosenstiel and D. Adam. 1994. Quinolone antibacterials. An update of their pharmacology and therapeutic use. Drugs 47(6): 872-901. http://www.ncbi.nlm.nih.gov/pubmed/7521829. Quinolones are a class of antibiotics structurally related to nalidixic acid. They exhibit bactericidal activity primarily by inhibiting bacterial DNA gyrase. The early quinolones had a limited spectrum of activity, low potency, high frequency of spontaneous bacterial resistance, low serum drug concentrations and short half-lives, which virtually restricted their use to urinary tract infection. The new fluorinated quinolones differ from their predecessors in their broad antibacterial spectrum, including both Gram-negative and Gram-positive aerobic, and facultative anaerobic bacteria as well as many Mycobacterium spp., Chlamydia spp., Legionella spp. and Mycoplasma spp., in addition to many strains of bacteria that are multiresistant to beta-lactam antibiotics and aminoglycosides. They also exhibit high potency, a low incidence of resistance, high oral bioavailability, extensive tissue penetration, low protein binding and long elimination half-lives. They are generally well tolerated apart from some gastrointestinal disturbance and rashes, including photosensitive eruptions and a propensity to cause central nervous system excitation. Clinically important interactions include those with antacids, theophylline, fenbufen and warfarin. Potential toxic effects include cartilage damage, ocular toxicity, teratogenicity and impairment of spermatogenesis. The role of fluoroquinolones continues to widen, encompassing infections of the urinary tract, respiratory tract, skin and soft tissues, bone and joints, infections in immunocompromised patients, sexually transmitted diseases, infectious diarrhoea, gynaecological infections and surgical prophylaxis. The convenience of oral therapy is an added advantage of the new fluoroquinolones.",Quinolone antibacterials. An update of their pharmacology and therapeutic use,"Quinolones are a class of antibiotics structurally related to nalidixic acid. They exhibit bactericidal activity primarily by inhibiting bacterial DNA gyrase. The early quinolones had a limited spectrum of activity, low potency, high frequency of spontaneous bacterial resistance, low serum drug concentrations and short half-lives, which virtually restricted their use to urinary tract infection. The new fluorinated quinolones differ from their predecessors in their broad antibacterial spectrum, including both Gram-negative and Gram-positive aerobic, and facultative anaerobic bacteria as well as many Mycobacterium spp., Chlamydia spp., Legionella spp. and Mycoplasma spp., in addition to many strains of bacteria that are multiresistant to beta-lactam antibiotics and aminoglycosides. They also exhibit high potency, a low incidence of resistance, high oral bioavailability, extensive tissue penetration, low protein binding and long elimination half-lives. They are generally well tolerated apart from some gastrointestinal disturbance and rashes, including photosensitive eruptions and a propensity to cause central nervous system excitation. Clinically important interactions include those with antacids, theophylline, fenbufen and warfarin. Potential toxic effects include cartilage damage, ocular toxicity, teratogenicity and impairment of spermatogenesis. The role of fluoroquinolones continues to widen, encompassing infections of the urinary tract, respiratory tract, skin and soft tissues, bone and joints, infections in immunocompromised patients, sexually transmitted diseases, infectious diarrhoea, gynaecological infections and surgical prophylaxis. The convenience of oral therapy is an added advantage of the new fluoroquinolones.",0
801,"937.J. B. Sheffield, V. Krasnopolsky and E. Dehlinger. 1994. Inhibition of retinal growth cone activity by specific metalloproteinase inhibitors in vitro. Dev Dyn 200(1): 79-88. http://www.ncbi.nlm.nih.gov/pubmed/8081016. The developing neural retina expresses a set of extracellular proteases including plasminogen activator and gelatinases. Since neurites of retina cells cultured on fluorescent gelatin digest the substrate in their paths, we have suggested that the proteases are used by the tips of growing fibers to allow them to migrate within the mass of the tissue in vivo. In order to obtain further information about relationships between extracellular proteases and fiber growth, we have examined the effects of the specific inhibitors HS-LFA (HS-Leu-Phenylala-Ala, enantiomeric forms 1 and 2), bathophenanthroline sulfonate (BPS), phenylmethyl sulfonyl fluoride (PMSF), and relevant controls on the activity of retinal growth cones in vitro, monitored by time lapse video microscopy. Of the inhibitors tested, only the two enantiomeric forms of HS-LFA caused a reproducible cessation of both spike extension and filopodial processes at the growth cone ruffling, while control media had no effect. In some cases, the growth cone swelled and exhibited small protrusions. The behavior of growth cones was in sharp distinction to that of the cytoplasm of neural cells, and membrane ruffling of flat cells, which continued in activity throughout. Growth cone activity returned after several hours in the presence of the agent. BPS was toxic at concentrations above 2.5 mM. Below that, it had no effect. L-cysteine, PMSF, and control media had no effect. The relevance of these results to the possible role of proteases in fiber outgrowth from retinal cells is discussed.",Inhibition of retinal growth cone activity by specific metalloproteinase inhibitors in vitro,"The developing neural retina expresses a set of extracellular proteases including plasminogen activator and gelatinases. Since neurites of retina cells cultured on fluorescent gelatin digest the substrate in their paths, we have suggested that the proteases are used by the tips of growing fibers to allow them to migrate within the mass of the tissue in vivo. In order to obtain further information about relationships between extracellular proteases and fiber growth, we have examined the effects of the specific inhibitors HS-LFA (HS-Leu-Phenylala-Ala, enantiomeric forms 1 and 2), bathophenanthroline sulfonate (BPS), phenylmethyl sulfonyl fluoride (PMSF), and relevant controls on the activity of retinal growth cones in vitro, monitored by time lapse video microscopy. Of the inhibitors tested, only the two enantiomeric forms of HS-LFA caused a reproducible cessation of both spike extension and filopodial processes at the growth cone ruffling, while control media had no effect. In some cases, the growth cone swelled and exhibited small protrusions. The behavior of growth cones was in sharp distinction to that of the cytoplasm of neural cells, and membrane ruffling of flat cells, which continued in activity throughout. Growth cone activity returned after several hours in the presence of the agent. BPS was toxic at concentrations above 2.5 mM. Below that, it had no effect. L-cysteine, PMSF, and control media had no effect. The relevance of these results to the possible role of proteases in fiber outgrowth from retinal cells is discussed.",0
